name,description,isMandatory,impcParameterOrigId
Combined,SHIRPA and Dysmorphology SHIRPA and dysmorphology were originally always separate assessments.&nbsp; However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,True,16910
Combined,SHIRPA and Dysmorphology SHIRPA and dysmorphology were originally always separate assessments.&nbsp; However they have recently been combined as assessments so that they take place at the same time.The purpose of the assessments is to examine mice for obvious physical characteristics behaviors and morphological abnormalities.Descriptions include abnormal locomotion/appearance/behavior/reflex reactions.,True,16911
Grip,Strength,True,17587
Grip,Strength,True,17588
Grip,Strength,True,17589
Grip,Strength,True,17590
Grip,Strength,True,17591
Grip,Strength,True,17592
Grip,Strength,True,17593
Grip,Strength,True,17594
Grip,Strength,True,17595
Grip,Strength,True,17596
Grip,Strength,True,17597
Grip,Strength,True,17598
Grip,Strength,True,17599
Grip,Strength,True,17600
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17722
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17723
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17724
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17725
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17726
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17727
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17728
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17729
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17730
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17731
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17732
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17733
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17734
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17735
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17736
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17737
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17738
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17739
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17740
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17741
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17742
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17743
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17744
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17745
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17746
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17747
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17748
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17749
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17750
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17751
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17752
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17753
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17754
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17755
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17756
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17757
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17758
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17759
Acoustic,Startle and Pre-pulse Inhibition (PPI),True,17760
Indirect,Calorimetry,False,18100
Indirect,Calorimetry,False,18101
Indirect,Calorimetry,False,18102
Indirect,Calorimetry,False,18103
Indirect,Calorimetry,False,18104
Indirect,Calorimetry,False,18105
Indirect,Calorimetry,False,18106
Indirect,Calorimetry,False,18107
Indirect,Calorimetry,False,18108
Indirect,Calorimetry,False,18109
Indirect,Calorimetry,False,18110
Indirect,Calorimetry,False,18111
Indirect,Calorimetry,False,18112
Indirect,Calorimetry,False,18113
Indirect,Calorimetry,False,18114
Indirect,Calorimetry,False,18115
Indirect,Calorimetry,False,18116
Indirect,Calorimetry,False,18117
Indirect,Calorimetry,False,18118
Indirect,Calorimetry,False,18119
Indirect,Calorimetry,False,18120
Indirect,Calorimetry,False,18121
Intraperitoneal,glucose tolerance test (IPGTT),True,18301
Intraperitoneal,glucose tolerance test (IPGTT),True,18302
Intraperitoneal,glucose tolerance test (IPGTT),True,18303
Intraperitoneal,glucose tolerance test (IPGTT),True,18304
Intraperitoneal,glucose tolerance test (IPGTT),True,18305
Intraperitoneal,glucose tolerance test (IPGTT),True,18306
Intraperitoneal,glucose tolerance test (IPGTT),True,18307
Intraperitoneal,glucose tolerance test (IPGTT),True,18308
Intraperitoneal,glucose tolerance test (IPGTT),True,18309
Intraperitoneal,glucose tolerance test (IPGTT),True,18310
Intraperitoneal,glucose tolerance test (IPGTT),True,18311
Intraperitoneal,glucose tolerance test (IPGTT),True,18312
Intraperitoneal,glucose tolerance test (IPGTT),True,18313
Challenge,Whole Body Plethysmography,False,18421
Challenge,Whole Body Plethysmography,False,18422
Challenge,Whole Body Plethysmography,False,18423
Challenge,Whole Body Plethysmography,False,18424
Challenge,Whole Body Plethysmography,False,18425
Challenge,Whole Body Plethysmography,False,18426
Challenge,Whole Body Plethysmography,False,18427
Challenge,Whole Body Plethysmography,False,18428
Challenge,Whole Body Plethysmography,False,18429
Challenge,Whole Body Plethysmography,False,18430
Challenge,Whole Body Plethysmography,False,18431
Challenge,Whole Body Plethysmography,False,18432
Challenge,Whole Body Plethysmography,False,18433
Challenge,Whole Body Plethysmography,False,18434
Challenge,Whole Body Plethysmography,False,18435
Challenge,Whole Body Plethysmography,False,18436
Challenge,Whole Body Plethysmography,False,18437
Challenge,Whole Body Plethysmography,False,18438
Challenge,Whole Body Plethysmography,False,18439
Challenge,Whole Body Plethysmography,False,18440
Challenge,Whole Body Plethysmography,False,18441
Challenge,Whole Body Plethysmography,False,18442
Challenge,Whole Body Plethysmography,False,18443
Challenge,Whole Body Plethysmography,False,18444
Challenge,Whole Body Plethysmography,False,18445
Challenge,Whole Body Plethysmography,False,18446
Challenge,Whole Body Plethysmography,False,18447
Challenge,Whole Body Plethysmography,False,18448
Challenge,Whole Body Plethysmography,False,18449
Challenge,Whole Body Plethysmography,False,18450
Challenge,Whole Body Plethysmography,False,18451
Challenge,Whole Body Plethysmography,False,18452
Challenge,Whole Body Plethysmography,False,18453
Challenge,Whole Body Plethysmography,False,18454
Challenge,Whole Body Plethysmography,False,18455
Challenge,Whole Body Plethysmography,False,18456
Challenge,Whole Body Plethysmography,False,18457
Challenge,Whole Body Plethysmography,False,18458
Challenge,Whole Body Plethysmography,False,18459
Challenge,Whole Body Plethysmography,False,18460
Challenge,Whole Body Plethysmography,False,18461
Challenge,Whole Body Plethysmography,False,18462
Challenge,Whole Body Plethysmography,False,18463
Challenge,Whole Body Plethysmography,False,18464
Challenge,Whole Body Plethysmography,False,18465
Challenge,Whole Body Plethysmography,False,18466
Challenge,Whole Body Plethysmography,False,18467
Challenge,Whole Body Plethysmography,False,18468
Challenge,Whole Body Plethysmography,False,18469
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18547
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18548
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18549
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18550
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18551
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18552
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18553
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18554
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18555
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18556
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18557
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18558
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18559
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18560
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18561
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18562
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18563
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18564
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18565
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18566
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18567
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18568
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18569
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18570
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18571
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18572
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18573
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18574
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18575
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18576
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18577
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18578
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18579
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18580
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18581
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18582
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18583
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18584
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18585
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18586
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18587
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18588
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18589
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18590
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18591
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18592
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18593
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18594
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18595
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18596
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18597
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18598
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18599
Auditory,Brain Stem Response Auditory brainstem response test determines hearing sensitivity and other physiological parameters using evoked potential recordings in anesthetized mice.Ontological description: MP:0004738 - abnormal brainstem auditory evoked potential.,True,18600
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18988
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18989
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18990
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18991
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18992
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18993
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18994
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18995
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18996
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18997
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18998
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,18999
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,19000
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,19001
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,19002
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,19003
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,19004
Body,Composition (DEXA lean/fat) Measure bone mineral content and density as well as body composition in mice using the DEXA (Dual Energy X-ray Absorptiometry) analyser.,True,19005
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19236
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19237
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19238
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19239
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19240
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19241
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19242
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19243
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19244
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19245
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19246
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19247
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19248
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19249
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19250
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19251
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19252
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19253
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19254
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19255
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19256
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19257
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19258
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19259
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19260
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19261
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19262
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19263
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19264
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19265
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19266
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19267
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19268
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19269
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19270
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19271
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19272
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19273
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19274
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19275
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19276
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19277
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19278
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19279
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19280
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19281
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19282
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19283
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19284
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19285
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19286
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19287
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19288
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19289
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19290
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19291
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19292
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19293
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19294
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19295
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19296
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19297
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19298
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19299
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19300
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19301
X-ray,Construct and analyse digital X-ray images in immobilised mice using a Faxitron X-Ray system or NTB digital X-ray scanner.,True,19302
